words,translated_words
thanga,terima kasih
thank,terima kasih
thanks,terima kasih
thankss,terima kasih
thankyou,Terima kasih
tharaggee,tharaggee
tharaghee,tharaghee
tharahgee,tharahgee
tharahggee,terima kasih
that,itu
thats,itu
thayaarichaa,thayaarichaa
thd,thd
thdp,thdp
the,itu
thearts,karya seni
theft,pencurian
thegirls,gadis-gadis
their,milik mereka
theis,ini
them,mereka
themselves,diri
then,Kemudian
theorem,dalil
theorist,ahli teori
theory,teori
there,di sana
therein,di dalamnya
theres,itu dia
therila,sana
these,ini
thesis,tesis
thesisnya,tesisnya
thetech,teknologi
thevailatha,thevailatha
thewitcher,sang penyihir
they,mereka
thi,ini
thibee,ini
thibi,thibi
thief,maling
thiel,pencuri
thierno,mereka
thik,pikir
thin,tipis
thing,benda
things,hal-hal
thingy,benda
think,memikirkan
thinking,pemikiran
thinktank,wadah pemikir
thiothee,tiothee
third,ketiga
this,ini
thiya,thiya
thn,lalu
tho,meskipun
thohir,thohir
thokitu,thokititu
thollai,tholai
thomas,Thomas
thorough,menyeluruh
those,itu
though,meskipun
thought,pikiran
thoughts,pikiran
thr,melalui
thread,benang
threads,benang
threat,ancaman
threaten,mengancam
thrifting,hemat
thriller,cerita menegangkan
thrive,berkembang pesat
thrones,takhta
through,melalui
throwing,pelemparan
thubutu,thabutu
thudangi,thulangi
thugging,preman
thumbnail,gambar kecil
thun,Kamis
thwaites,terima kasih
thx,Terima kasih
ti,ti
tia,tia
tiada,tiada
tianjin,tianjin
tiap,tiap
tiasa,tiasa
tiba,tiba
tibalah,tibalah
tibdi,tibdi
ticket,tiket
tida,pasang surut
tidak,tidak
tidaknya,tidaknya
tidur,tidur
tier,tingkat
tiga,tiga
tiganya,tiganya
tik,tik
tiket,tiket
tiktok,TIK tok
tiktoknya,tiktoknya
tikung,tikung
til,sampai
tilang,tilang
tilem,ubin
tim,tim
timah,timah
timb,timb
timbal,timbal
timbalan,timbalan
timbang,timbang
timbul,timbul
timbullah,timbullah
time,waktu
timelapse,selang waktu
timelapsenya,timelapsenya
timeline,linimasa
times,waktu
timezone,zona waktu
timnas,timnas
timnit,timnit
timnya,muncul
timor,timor
timpa,timpa
timses,waktu
timsesnya,waktunya
timu,timu
timur,timur
tin,timah
tina,tina
tinanggap,tinanggap
tindak,tindak
tindakan,tindakan
tindas,tindas
tinder,rabuk
tingga,tingga
tinggal,tinggal
tinggalkan,pergi
tinggi,tinggi
tingginya,tingginya
tingkahnya,tingkahnya
tingkat,tingkat
tingkatan,tingkatan
tingkatin,tingkatin
tingkatkan,tingkatkan
tinjauan,pandangan
tinju,tinju
tinkering,bermain-main
tinkiuu^^,tinkiuu^^
tinta,tinta
tinubom,tinubom
tio,tio
tionghoa,tionghoa
tiongkok,tiongkok
tip,tip
tipe,tipe
tipikal,tipikal
tipis,tipis
tiplek,tiplek
tipping,memberi tip
tips,tip
tipu,tipu
tipuan,tipuan
tirai,tirai
tiririka,tiririka
tirmizi,tirmizi
tiru,tiru
tiruan,tiruan
tirukan,Tirukan
tish,ini
tishio,tishio
titan,titan
titer,titer
titi,titi
titik,titik
titimangsa,titimangsa
title,judul
tjina,tjina
tk,tk
tka,tka
tkdak,tkdak
tkde,tkde
tkecoh,tkecoh
tkn,tkn
tks,terima kasih
tktnya,tktnya
tkutnya,tkutnya
tkyah,tkyah
tl,tl
tlah,tlah
tldr,tldr
tldrnya,tldrnya
tlena,telena
tlg,tlg
tlh,tlh
tlkm,tlkm
tlus,ditambah lagi
tmd,tmd
tme,waktu itu
tmn,tmn
tmnku,tmnku
tmsk,tmsk
tnangg,tangg
tngk,tngk
tni,TNI
tnp,tnp
tntg,tntg
tntng,tidak
tntu,tidak
tnya,itu
to,ke
tobat,tobat
today,Hari ini
toddlers,balita
tofauti,tahu
togel,togel
together,bersama
toh,toh
toilet,toilet
tok,tok
toka,toka
token,token
tokenisasi,tokenisasi
tokenkripto,tokenkripto
tokennya,tokennya
tokens,token
toki,toki
toko,toko
tokocrypto,tokocrypto
tokoh,tokoh
tokohnya,tokohnya
tokopedia,tokopedia
tokped,tokped
toksoplasmosis,toksoplasmosis
tokyo,Tokyo
tol,tol
tolak,tolak
tolan,tolan
told,diberi tahu
toleo,toleo
toleransi,toleransi
toleransiku,toleransiku
tolok,tolok
tolol,tolol
tolong,untuk panjang
tolongg,tolong
tolonglah,tolonglah
tom,tom
tombak,tombak
tome,untuk saya
tomorrow,besok
tone,nada
toney,nada
tong,tong
tonggak,tonggak
tongtong,tongtong
tonton,tonton
tony,tony
too,juga
tool,alat
toolkit,perangkat
tools,peralatan
toolsnya,toolsnya
toon,toon
toonme,toonme
top,atas
topaz,batu topas
topic,tema
topics,topik
topik,topik
topiknya,topiknya
topnya,topnya
topografi,topografi
toppers,toppers
topping,tambahan
topup,isi ulang
tor,untuk
tornado,angin topan
toronto,toronto
torpedo,torpedo
total,total
totalitas,totalitas
totally,sama sekali
totalsportek,totalsportek
totoo,juga
tou,kamu
touch,menyentuh
touching,sentuhan
touchup,sentuhan
toufiq,toufiq
tour,wisata
tovuti,tovuti
towards,terhadap
toxic,beracun
toy,mainan
toyota,toyota
toys,mainan
tp,tp
tpb,tpb
tpbnya,tpbnya
tpi,tapi
tpks,tpks
tpn,tpn
tppo,tapi
tprl,tprl
tps,tps
tpu,TPU
tqb,tqb
tqnata,tqnata
tqvm,tqvm
trace,jejak
tracing,pelacakan
track,melacak
trackaml,trackaml
tracking,pelacakan
trade,berdagang
trademark,merek dagang
trademarknya,merek dagangnya
tradi,tradisi
trading,jual beli
tradisi,tradisi
tradisional,tradisional
traditional,tradisional
traffic,lalu lintas
trafficking,perdagangan manusia
traffict,lalu lintas
trafik,lalu lintas
tragedi,tragedi
trailblazers,pelopor
trailer,cuplikan
train,kereta
trained,terlatih
trainee,peserta pelatihan
trainer,pelatih
training,pelatihan
trainingnya,pelatihannya
tramadol,tramadol
trampa,gelandangan
trans,trans
transaksi,transaksi
transaksinya,transaksinya
transalate,menerjemahkan
transcenddao,transenddao
transendence,transendensi
transfer,transfer
transformasi,transformasi
transformasikan,transformasikan
transformatif,transformatif
transformation,transformasi
transformer,transformator
transformers,transformator
transforming,mentransformasikan
transisi,transisi
transjak,transjak
transkrip,transkrip
translasi,terjemahan
translate,menerjemahkan
translatean,terjemahan
translateannya,terjemahannya
translated,diterjemahkan
translatein,menerjemahkan
translatenya,terjemahannya
translater,penerjemah
translation,terjemahan
translator,Penerjemah
transletan,transletan
transparan,transparan
transparansi,transparansi
transparansiblockchain,transparansiblockchain
transport,mengangkut
transportasi,transportasi
transportasiuni,transportasiuni
trash,sampah
trauma,trauma
traumatic,traumatis
travel,bepergian
traveling,bepergian
travelling,bepergian
traveloka,traveloka
trbatas,batas
trdengar,mendengarkan
tread,tapak
treatment,perlakuan
tree,pohon
treenya,pohonnya
trek,melakukan perjalanan
trem,gemetar
tremor,getaran
tren,tren
trend,kecenderungan
trending,sedang tren
trends,tren
trendy,bergaya modern
tret,Tret
trevor,Trevor
trf,trf
trgantung,trgantung
trhan,tran
trhdp,trhdp
tri,tri
trial,uji coba
tribi,suku
tribun,tribun
trick,menipu
tricks,Trik
tridge,pelatuk
trigger,pemicu
triggering,memicu
trik,trik
trilaksono,trilaksono
trilion,triliun
trilioni,triliun
triliun,triliun
triliunan,triliunan
trillion,triliun
trilogi,trilogi
triloginya,triloginya
trima,trima
trimakasi,trimakasi
trims,trim
trinka,trika
trip,perjalanan
triple,tiga kali lipat
tripod,tripod
trisambodo,trisambodo
trivia,hal-hal sepele
trlalu,lalu
trll,benar
trln,trln
trlnggr,trlnggr
trmasuk,masuk
trnyata,trnyata
trobosan,trobosan
trofi,piala
troli,troli
trotoar,trotoar
trouble,masalah
troubleshooting,penyelesaian masalah
trs,tr
truck,truk
TRUE,BENAR
truecaller,pemanggil sejati
truk,truk
trump,truf
trunojoyo,trunojoyo
trus,kepercayaan
trust,memercayai
trusted,tepercaya
trutama,Trutama
truth,kebenaran
truthgpt,kebenarangpt
try,mencoba
trying,mencoba
tsabita,tsabita
tsamara,tsamara
tsary,kerajaan
tsayy,tsayy
tsb,tsb
tsebut,tersebut
tsh,tsh
tsunami,tsunami
tt,tt
ttap,ketuk
ttd,tanda tangan
ttg,tentang
ttp,tetap
tts,tts
tu,kamu
tua,tua
tuachie,tuachie
tuai,tuai
tuaian,tuaian
tuama,tuama
tuamini,tuamini
tuamu,tuamu
tuan,tuan
tuangalie,tuangalie
tuanya,tuanya
tuanze,tuanze
tuanzie,tuanzie
tube,tabung
tuber,umbi
tubrukan,tubrukan
tubuh,tubuh
tuch,tuch
tuduh,tuduh
tuduhan,tuduhan
tudung,tudung
tuendelee,tuendelee
tufanye,tufanye
tufayli,tufayli
tugas,tugas
tugasan,tugasan
tugasmu,tugasmu
tugasnya,lanjutnya
tugege,tugege
tuh,huh
tuhakikishie,tuhakikishie
tuhan,tuhan
tuhann,tuhann
tuhannya,tuhannya
tuhh,huhh
tuijue,tuijue
tujipange,tujipange
tuju,tuju
tujuan,tujuan
tujuannya,tujuan
tujuh,tujuh
tuk,tuk
tukae,tukae
tukalale,tukalale
tukang,tukang
tukar,tukar
tuker,tukang kebun
tukiijua,tukiijua
tukin,tukin
tukisubiri,tukisubiri
tuko,tuko
tula,tula
tulah,tulah
tulang,tulang
tular,tular
tularkan,tularkan
tuli,bunga tuli
tulia,tulia
tuliaambiwa,tuliaambiwa
tulikuwa,tulikuwa
tuliona,tuliona
tulipoanza,tulipoanza.dll
tulis,tulis
tulisan,tulisan
tulisanmu,tulisanmu
tulisannya,tulisannya
tulisanya,tulisanya
tulisin,tulisin
tuliskan,tuliskan
tulismu,tulismu
tulitegemea,tulitegemea
tulitumia,tulitemia
tuliulizwa,tuliulizwa
tulizooea,tulizoea
tulkarm,tulkarm
tulus,tulus
tum,Tum
tuman,tuman
tumbang,tumbang
tumbangnya,tumbangnya
tumben,tumbang
tumblr,tumblr
tumbuh,tumbuh
tumbuhnya,tumbuhnya
tumeandaa,tumeandaa
tumekuletea,tumekuletea
tumekutana,tumekutana
tumetoka,tumetoka
tumis,tumis
tumor,tumor
tumpang,tumpangan
tumplek,jatuh
tumpu,tumpu
tumpuan,tumpuan
tun,tun
tuna,tuna
tunachopenda,tunachopenda
tunacompete,tunacompete
tunadhani,tunadhani
tunaendaenda,tunaendaenda
tunaendelea,tunaendelea
tunahimizwa,tunahimizwa.dll
tunahitaji,tunahitaji.dll
tunai,tunai
tunaikan,tunaikan
tunaitumia,tunaitumia
tunajiandaaje,tunajiandaaje
tunajua,tunajua
tunakimbilia,tunakimbilia
tunamfananisha,tunamfananisha.dll
tunanetra,tunanetra
tunang,tunang
tunani,tunani
tunaomba,tunaomba
tunaongelea,tunaongelea
tunapambana,tunapambana
tunapoongelea,tunapoongelea
tunatumia,tunatumia
tunavoita,tunavoita
tunayoitaka,tunayoitaka
tunazitumia,tunazitumia
tunc,tunc
tunda,tunda
tundukan,persetujuan
tune,lagu
tuned,disetel
tungekuwa,tungekuwa
tungeomba,tungeomba
tunggal,tunggal
tunggang,tunggang
tunggangan,tunggangan
tunggu,tunggu
tuning,penyetelan
tunjang,tunjang
tunjangan,tunjangan
tunjuk,tunjuk
tunjukan,tunjukan
tunjukkan,tunjukkan
tunnel,terowongan
tuntutan,tuntutan
tuntutannya,tuntutannya
tuongee,tuongee
tupac,tupac
tupate,tupat
tupo,tupo
tur,tur
turance,turance
turarenga,turareng
turbo,turbo
turebe,turbe
turing,tur
turis,turis
turki,turki
turkiye,turkiye
turky,Turki
turli,turli
turmushga,turmushga
turn,berbelok
turnamen,turnamen
turner,tukang bubut
turningart,seni balik
turnitin,turnitin
turnitinnya,turnitinnya
turns,ternyata
turun,turun
turunkan,turunkan
turut,Selain itu
tushuna,tusuna
tushuntirib,tushuntirib
tusubiri,tusubiri
tut,tut
tutaaminije,tutaaminije
tutajikuta,tutajikuta
tutakuwa,tutakuwa
tutamaliza,tutamaliza.dll
tutaweza,tutaweza
tutengeneza,tutengeneza.dll
tutorial,tutorial
tutorialnya,tutorialnya
tutt,tutt
tutup,tutup
tutur,tutur
tuturan,tuturan
tuwe,tuwe
tuweze,tuweze
tuyul,tuyul
tv,televisi
tvet,televisi
tvone,televisi
tvos,televisi
tvr,tvr
tw,dua
twaguze,twaguze
tweaking,mengutak-atik
tweeps,tweeps
tweet,menciak
twende,kedua
twich,dua kali
twilio,twilio
twin,kembar
twinnie,kembaran
twist,memutar
twit,tweet
twitch,berkedut
twitkan,twitkan
twitnya,twitnya
twitsnya,twitnya
twitt,berkicau
twitter,twitter
twitteran,twitteran
twittermu,twittermu
twitternya,twitternya
two,dua
tworst,yang kedua
twt,twt
twtnya,twtnya
twttr,twttr
ty,kamu
tydac,tydac
tyga,Tyga
tyler,Tyler
tyo,kamu
type,jenis
typeset,mengeset
typing,mengetik
typonya,salah ketik
tyree,ban
tyt,tyt
tz,tz
tziokas,tzioka
tzs,tzs
ua,kamu
uae,uea
uaenas,UEA
uandike,uandike
uandikishaji,uandikishaji
uandishi,uandishi
uang,uang
uangny,uangny
uangnya,uangnya
uanze,uanze
uap,uap
uas,uas
uav,uav
ub,ub
ubah,ubah
ubat,ubat
ubatan,ubatan
ubek,ubek
uber,uber
ubm,ubm
ubonye,ubonye
ubs,ubs
ubsi,ubsi
ubu,ubu
ubud,ubud
ubukorano,ubukurano
ubunifu,ubunifu
ubuntu,ubuntu
uburenganzira,uburenganzira
uburezi,uburezi
uburyo,uburyo
ubusanzwe,ubusanzwe
ubushakashatsi,ubhakashatsi
ubwenge,ubwenge
uca,uca
ucaad,ucaad
ucap,ucap
ucapan,ucapan
ucapannya,ucapannya
ucapkan,ucapkan
uchaguzi,uchaguzi
uchanganue,uchanganue
uchi,uchi
uchinq,uchinq
uchoraji,uchoraj
uchumi,uchumi
uchun,uchun
uchunguzi,uchunguzi
ucits,ucits
ucsb,ucsb
ud,ud
uda,uda
udacity,keberanian
udah,udah
udahlah,udahlah
udang,udang
udara,udara
udemy,udemy
udh,udh
udhagoo,udhagoo
udhibiti,udibiti
udik,udik
ue,ue
uea,uea
uehara,uehara
ueke,ueke
ufahama,ufahama
ufanisi,ufanisi
ufanyaji,ufanyaji
ufanyie,ufanyie
ufmaa,ufmaa
ufo,ufo
ufologi,ufologi
ufungue,ufungue
ufupi,ufupi
ug,ug
ugak,ugak
ugallery,galeri seni
ugh,ugh
ugm,ugm
ugtv,ugtv
ugv,ugv
uh,uh
uhaba,uhab
uhakika,uhakika
uhakiki,uhakiki
uhalisia,uhalasia
uhamka,uhamka
uharibifu,uharibifu
uherutse,uherutse
uhmm,uhmm
uhondo,uhondo
uhukuhuk,uhukuhu
uhuru,uhuru
ui,ui
uiam,uiam
uiciptakan,uiciptakan
uii,uii
uin,kamu
uitakayo,uitakayo
uitm,uitm
ujar,ujaran
ujaran,ujaran
ujarnya,katanya
ujerumani,ujerumani
uji,uji
ujian,ujian
ujifunzaji,ujifunzaji
ujifunze,ujifunze
ujinga,ujinga
ujiom,ujiom
ujug,ujug
ujumbe,ujumbe
ujumla,ujumla
ujumnya,ujumnya
ujung,ujung
ujungnya,intinya
ujuzi,ujuzi
uk,inggris
ukaanza,ukaanza
ukaenda,ukaenda
ukakosa,ukakosa
ukamwambia,ukamwambia
ukaona,ukaona
ukapata,ukapat
ukapitwa,ukapitwa
ukatumia,ukamia
ukawa,ukawa
ukdw,ukdw
ukhti,ukhti
ukhtinya,ukhtinya
ukiachana,ukiachana
ukiambiwa,ukiambiwa
ukiangalia,ukiangalia
ukihitaji,ukihitaji.dll
ukiingia,ukiingia
ukiniuliza,kitiniuliza
ukiona,ukiona.dll
ukiondoa,ukiondoa
ukisikia,ukisikia
ukitop,ukitop
ukitumia,ukitumia
ukiwa,ukiwa
ukizungumzia,ukizungumzia.dll
ukm,ukm
uko,uko
ukosefu,ukofu
ukraina,ukraina
ukren,ukren
ukt,ukt
uku,uku
ukuaji,ukuaji
ukujie,ukujie
ukumbi,ukumbi
ukumbuke,ukumbuke
ukuntu,ukuntu
ukur,ukur
ukuran,ukuran
ukuwa,ukuwa
ulab,ulab
ulah,ulah
ulahnya,ulahnya
ulama,ulama
ulang,ulang
ulaq,ulaq
ular,ular
ulasan,ulasan
ulasannya,ulasannya
ulat,ulat
ulet,ulet
ulg,ulg
ulifanyika,ulifanyika
ulikua,ulikua
ulimwengu,ulimwengu
ulinzi,ulinzi
ulipaji,ulipaji
uliyofichwa,uliyofichwa
uliyopo,uliyopo
ultah,Ultah
ultimate,terakhir
ultra,sangat
ulul,ulul
ulun,ulun
um,um
uma,um
umaarufu,umaarufu
umakini,umakini
umat,umat
umdap,umdap
umeanguka,umeanguka
umechagiza,umechagiza.dll
umegundua,umegundua
umeisha,umeisha
umeitendea,umeitendea
umekuwa,umekuwa
umemaliza,umemaliza
umeme,umeme
umenye,umenye
umeshasikia,umeshasikia
umesikia,umesikia
umeulizwa,umeulizwa
umeundwa,umeundwa
umewahi,umewahi
umkm,umkm
umkmers,umkmers
uml,uml
umm,um
ummah,ummah
ummat,ummat
ummeede,ummeede
umno,umno
umpan,umpan
umr,umr
umrah,umrah
umsfess,umsfess
umtas,umtas
umuherwe,umuherwe
umul,umul
umum,umum
umumkan,umumkan
umumnya,umumnya
umuntu,umntu
umur,umur
umusa,umusa
umusaruro,umusaruro
umushinga,umushinga
umutangizi,umutangizi
umuyobozi,umuyobozi
umwagiliaji,umwagiliaji
un,un
una,una
unaandika,unandika
unaanza,unaanza
unaelewa,unelewa
unaenda,unaenda
unafanya,unafnya
unafikiria,unafikiria
unahama,unahama
unahitaji,unahitaji
unaikubali,unaikubali
unair,unair
unaitumia,unaitumia
unajaza,unajaza
unajifunza,unajifunza
unajikuta,unajikuta
unajiuliza,unajiuliza
unajua,unjua
unakataa,unkataa
unakipaji,unakipaji
unakua,unakua
unakuta,unakuta
unakuwa,unakuwa
unakwenda,unakwenda
unand,unand
unaoongelewa,unaoongelewa
unaotumia,unaotumia
unapenda,unapenda
unapewa,unapewa
unapokwama,unapokwama
unas,unas
unashauri,unshauri
unasikia,unasikia
unasumbuka,unasumbubuka
unataka,unataka
unatoa,unatoa
unatumia,unatumia
unaulizia,unaulizia
unavyoona,unavyoona
unaweza,unaweza
unayoiona,unayoiona
unayoiwekea,unayoiwekea
unayotaka,unyotaka
unazofanya,unazofanya
unazotoa,unazotoa
unazotumiwa,unazotumiwa
unazungumzia,unazungumzia.dll
uncertain,tidak pasti
uncomfy,tidak nyaman
unda,tidak
undaga,undaga
undali,undali
undan,turun
undang,undang
undangan,undangan
undastand,undastand
unde,di bawah
under,di bawah
underlying,mendasari
understand,memahami
understanding,memahami
undervalue,diremehkan
undho,batalkan
undi,tidak
undip,undip
unduh,unduh
undukan,undukan
unemployed,penganggur
unemployment,pengangguran
unesa,unesa
unesco,UNESCO
unethical,tidak etis
unfollow,berhenti mengikuti
unfollowed,berhenti mengikuti
unfortunately,Sayangnya
ungana,ungana
unganama,unganama
unganana,unganana
ungaran,unguran
unggah,unggah
unggahan,unggahan
unggas,unggas
unggul,unggul
unggulan,unggulan
ungguli,ungguli
unggulnya,unggulnya
unggun,unggun
ungkap,mengungkapkan
ungkapan,ungkapan
ungkapkan,ungkapkan
ungu,ungu
unha,unha
unhain,lepaskan
unhan,unhan
uni,universitas
unicorn,unicorn
unifah,unifah
unik,unik
unika,unika
uning,uning
uninstall,hapus instalasi
union,Persatuan
unique,unik
unirazak,unirazak
unironically,secara tidak ironis
unit,satuan
united,serikat
univ,universitas
universal,universal
universe,semesta
universitas,universitas
universitay,universitas
universiti,universitas
university,Universitas
unjuran,unjuran
unk,unk
unka,unka
unke,tidak
unleashed,dilepaskan
unless,kecuali
unlimited,tak terbatas
unlock,membuka kunci
unlocked,tidak terkunci
unm,tidak
unpacked,dibongkar
unpad,unpad
unpaid,belum dibayar
unpar,unpar
unpopular,tidak populer
unreal,tidak nyata
unsend,batalkan pengiriman
unstableai,tidak stabil
unstar,unstar
unsur,unsur
unt,unt
until,sampai
untk,untuk
untuk,untuk
untukmu,untukmu
untung,keuntungan
untungkan,menguntungkan
untungnya,beruntung
ununuzi,ununuzi
unverified,tidak diverifikasi
uny,uny
unyama,unyama
unyamwezi,unnyamwezi
unyuk,unyuk
unyumbufu,unyumbufu
uongeze,uongeze
up,atas
upah,upah
upande,upande
upanuzi,upanuzi
upasuaji,upasuaji
upate,memperbarui
upatikanaji,upatikanaji
upaya,upaya
upchar,upchar
upcharannya,upcharannya
upcharnya,upcharnya
update,memperbarui
updatenya,pembaruannya
updates,pembaruan
upgrade,meningkatkan
upi,upi
upit,upit
upload,mengunggah
uplod,mengunggah
upm,upm
upos,upos
ups,UPS
upscale,meningkatkan
upskilling,peningkatan keterampilan
upt,upt
uputi,uputi
uq,kamu
ur,kamu
ura,kamu
urahisi,urahisi
